filename,classification
SNUADC_ART_140_flushes_11.png,not_flush
SNUADC_ART_140_flushes_12.png,not_flush
SNUADC_ART_140_flushes_13.png,flush
SNUADC_ART_140_flushes_14.png,flush
SNUADC_ART_140_flushes_15.png,not_flush
SNUADC_ART_140_flushes_16.png,not_flush
SNUADC_ART_140_flushes_17.png,not_flush
SNUADC_ART_140_flushes_2.png,not_flush
SNUADC_ART_140_flushes_3.png,not_flush
SNUADC_ART_140_flushes_4.png,not_flush
SNUADC_ART_140_flushes_5.png,not_flush
SNUADC_ART_140_flushes_6.png,not_flush
SNUADC_ART_140_flushes_7.png,not_flush
SNUADC_ART_140_flushes_8.png,not_flush
SNUADC_ART_140_flushes_9.png,not_flush
SNUADC_ART_142_flushes_0.png,not_flush
SNUADC_ART_142_flushes_1.png,not_flush
SNUADC_ART_142_flushes_2.png,not_flush
SNUADC_ART_142_flushes_3.png,flush
SNUADC_ART_143_flushes_0.png,not_flush
SNUADC_ART_143_flushes_1.png,not_flush
SNUADC_ART_143_flushes_2.png,not_flush
SNUADC_ART_143_flushes_3.png,flush
SNUADC_ART_143_flushes_4.png,not_flush
SNUADC_ART_143_flushes_5.png,not_flush
SNUADC_ART_143_flushes_6.png,flush
SNUADC_ART_145_flushes_0.png,not_flush
SNUADC_ART_145_flushes_1.png,flush
SNUADC_ART_145_flushes_2.png,not_flush
SNUADC_ART_145_flushes_3.png,flush
SNUADC_ART_145_flushes_4.png,not_flush
SNUADC_ART_145_flushes_5.png,flush
SNUADC_ART_146_flushes_0.png,not_flush
SNUADC_ART_146_flushes_1.png,not_flush
SNUADC_ART_146_flushes_10.png,flush
SNUADC_ART_146_flushes_11.png,flush
SNUADC_ART_146_flushes_12.png,not_flush
SNUADC_ART_146_flushes_13.png,not_flush
SNUADC_ART_146_flushes_14.png,flush
SNUADC_ART_146_flushes_15.png,flush
SNUADC_ART_146_flushes_16.png,flush
SNUADC_ART_146_flushes_17.png,flush
SNUADC_ART_146_flushes_18.png,not_flush
SNUADC_ART_146_flushes_2.png,not_flush
SNUADC_ART_146_flushes_3.png,not_flush
SNUADC_ART_146_flushes_4.png,not_flush
SNUADC_ART_146_flushes_5.png,not_flush
SNUADC_ART_146_flushes_6.png,not_flush
SNUADC_ART_146_flushes_7.png,flush
SNUADC_ART_146_flushes_8.png,flush
SNUADC_ART_146_flushes_9.png,flush
SNUADC_ART_148_flushes_0.png,not_flush
SNUADC_ART_148_flushes_1.png,not_flush
SNUADC_ART_148_flushes_10.png,not_flush
SNUADC_ART_148_flushes_11.png,not_flush
SNUADC_ART_148_flushes_12.png,not_flush
SNUADC_ART_148_flushes_13.png,not_flush
SNUADC_ART_148_flushes_2.png,flush
SNUADC_ART_148_flushes_3.png,not_flush
SNUADC_ART_148_flushes_4.png,not_flush
SNUADC_ART_148_flushes_5.png,flush
SNUADC_ART_148_flushes_6.png,not_flush
SNUADC_ART_148_flushes_7.png,not_flush
SNUADC_ART_148_flushes_8.png,flush
SNUADC_ART_148_flushes_9.png,flush
SNUADC_ART_150_flushes_0.png,flush
SNUADC_ART_150_flushes_1.png,flush
SNUADC_ART_152_flushes_0.png,not_flush
SNUADC_ART_153_flushes_0.png,not_flush
SNUADC_ART_153_flushes_1.png,not_flush
SNUADC_ART_153_flushes_2.png,not_flush
SNUADC_ART_153_flushes_3.png,not_flush
SNUADC_ART_153_flushes_4.png,not_flush
SNUADC_ART_156_flushes_0.png,not_flush
SNUADC_ART_156_flushes_1.png,flush
SNUADC_ART_156_flushes_2.png,not_flush
SNUADC_ART_156_flushes_3.png,not_flush
SNUADC_ART_156_flushes_4.png,flush
SNUADC_ART_156_flushes_5.png,flush
SNUADC_ART_156_flushes_6.png,not_flush
SNUADC_ART_156_flushes_7.png,not_flush
SNUADC_ART_156_flushes_8.png,not_flush
SNUADC_ART_160_flushes_0.png,not_flush
SNUADC_ART_160_flushes_1.png,not_flush
SNUADC_ART_160_flushes_2.png,not_flush
SNUADC_ART_160_flushes_3.png,not_flush
SNUADC_ART_160_flushes_4.png,not_flush
SNUADC_ART_160_flushes_5.png,not_flush
SNUADC_ART_160_flushes_6.png,flush
SNUADC_ART_160_flushes_7.png,flush
SNUADC_ART_160_flushes_8.png,flush
SNUADC_ART_161_flushes_0.png,not_flush
SNUADC_ART_161_flushes_1.png,flush
SNUADC_ART_161_flushes_2.png,not_flush
SNUADC_ART_161_flushes_3.png,not_flush
SNUADC_ART_161_flushes_4.png,not_flush
SNUADC_ART_161_flushes_5.png,not_flush
SNUADC_ART_161_flushes_6.png,not_flush
SNUADC_ART_161_flushes_7.png,flush
SNUADC_ART_163_flushes_0.png,not_flush
SNUADC_ART_163_flushes_1.png,not_flush
SNUADC_ART_163_flushes_2.png,not_flush
SNUADC_ART_163_flushes_3.png,not_flush
SNUADC_ART_164_flushes_0.png,not_flush
SNUADC_ART_164_flushes_1.png,not_flush
SNUADC_ART_164_flushes_10.png,not_flush
SNUADC_ART_164_flushes_11.png,not_flush
SNUADC_ART_164_flushes_12.png,not_flush
SNUADC_ART_164_flushes_2.png,flush
SNUADC_ART_164_flushes_3.png,not_flush
SNUADC_ART_164_flushes_4.png,flush
SNUADC_ART_164_flushes_5.png,not_flush
SNUADC_ART_164_flushes_6.png,flush
SNUADC_ART_164_flushes_7.png,not_flush
SNUADC_ART_164_flushes_8.png,not_flush
SNUADC_ART_164_flushes_9.png,not_flush
SNUADC_ART_166_flushes_0.png,not_flush
SNUADC_ART_166_flushes_1.png,not_flush
SNUADC_ART_166_flushes_10.png,not_flush
SNUADC_ART_166_flushes_2.png,not_flush
SNUADC_ART_166_flushes_3.png,flush
SNUADC_ART_166_flushes_4.png,not_flush
SNUADC_ART_166_flushes_5.png,not_flush
SNUADC_ART_166_flushes_6.png,not_flush
SNUADC_ART_166_flushes_7.png,not_flush
SNUADC_ART_166_flushes_8.png,not_flush
SNUADC_ART_166_flushes_9.png,not_flush
SNUADC_ART_167_flushes_0.png,flush
SNUADC_ART_167_flushes_1.png,not_flush
SNUADC_ART_167_flushes_2.png,flush
SNUADC_ART_167_flushes_3.png,flush
SNUADC_ART_167_flushes_4.png,not_flush
SNUADC_ART_167_flushes_5.png,not_flush
SNUADC_ART_16_flushes_0.png,flush
SNUADC_ART_16_flushes_1.png,flush
SNUADC_ART_16_flushes_2.png,flush
SNUADC_ART_16_flushes_3.png,flush
SNUADC_ART_16_flushes_4.png,not_flush
SNUADC_ART_16_flushes_5.png,flush
SNUADC_ART_16_flushes_6.png,not_flush
SNUADC_ART_16_flushes_7.png,not_flush
SNUADC_ART_16_flushes_8.png,not_flush
SNUADC_ART_172_flushes_0.png,not_flush
SNUADC_ART_172_flushes_1.png,not_flush
SNUADC_ART_172_flushes_2.png,not_flush
SNUADC_ART_172_flushes_3.png,not_flush
SNUADC_ART_172_flushes_4.png,not_flush
SNUADC_ART_175_flushes_0.png,not_flush
SNUADC_ART_175_flushes_1.png,not_flush
SNUADC_ART_175_flushes_10.png,not_flush
SNUADC_ART_175_flushes_11.png,not_flush
SNUADC_ART_175_flushes_12.png,not_flush
SNUADC_ART_175_flushes_13.png,flush
SNUADC_ART_175_flushes_14.png,not_flush
SNUADC_ART_175_flushes_15.png,not_flush
SNUADC_ART_175_flushes_16.png,not_flush
SNUADC_ART_175_flushes_17.png,not_flush
SNUADC_ART_175_flushes_18.png,not_flush
SNUADC_ART_175_flushes_19.png,not_flush
SNUADC_ART_175_flushes_2.png,not_flush
SNUADC_ART_175_flushes_20.png,not_flush
SNUADC_ART_175_flushes_21.png,flush
SNUADC_ART_175_flushes_22.png,not_flush
SNUADC_ART_175_flushes_3.png,not_flush
SNUADC_ART_175_flushes_4.png,not_flush
SNUADC_ART_175_flushes_5.png,not_flush
SNUADC_ART_175_flushes_6.png,not_flush
SNUADC_ART_175_flushes_7.png,not_flush
SNUADC_ART_175_flushes_8.png,not_flush
SNUADC_ART_175_flushes_9.png,not_flush
SNUADC_ART_177_flushes_0.png,not_flush
SNUADC_ART_177_flushes_1.png,not_flush
SNUADC_ART_177_flushes_10.png,flush
SNUADC_ART_177_flushes_11.png,not_flush
SNUADC_ART_177_flushes_12.png,flush
SNUADC_ART_177_flushes_13.png,not_flush
SNUADC_ART_177_flushes_2.png,not_flush
SNUADC_ART_177_flushes_3.png,not_flush
SNUADC_ART_177_flushes_4.png,not_flush
SNUADC_ART_177_flushes_5.png,not_flush
SNUADC_ART_177_flushes_6.png,not_flush
SNUADC_ART_177_flushes_7.png,not_flush
SNUADC_ART_177_flushes_8.png,not_flush
SNUADC_ART_177_flushes_9.png,not_flush
SNUADC_ART_178_flushes_0.png,not_flush
SNUADC_ART_178_flushes_1.png,not_flush
SNUADC_ART_178_flushes_2.png,flush
SNUADC_ART_178_flushes_3.png,not_flush
SNUADC_ART_178_flushes_4.png,flush
SNUADC_ART_178_flushes_5.png,flush
SNUADC_ART_178_flushes_6.png,flush
SNUADC_ART_178_flushes_7.png,flush
SNUADC_ART_178_flushes_8.png,flush
SNUADC_ART_17_flushes_0.png,not_flush
SNUADC_ART_17_flushes_1.png,not_flush
SNUADC_ART_17_flushes_2.png,not_flush
SNUADC_ART_17_flushes_3.png,not_flush
SNUADC_ART_17_flushes_4.png,flush
SNUADC_ART_17_flushes_5.png,flush
SNUADC_ART_17_flushes_6.png,flush
SNUADC_ART_17_flushes_7.png,flush
SNUADC_ART_17_flushes_8.png,flush
SNUADC_ART_180_flushes_0.png,flush
SNUADC_ART_180_flushes_1.png,not_flush
SNUADC_ART_180_flushes_10.png,flush
SNUADC_ART_180_flushes_11.png,flush
SNUADC_ART_180_flushes_2.png,not_flush
SNUADC_ART_180_flushes_3.png,not_flush
SNUADC_ART_180_flushes_4.png,not_flush
SNUADC_ART_180_flushes_5.png,not_flush
SNUADC_ART_180_flushes_6.png,not_flush
SNUADC_ART_180_flushes_7.png,flush
SNUADC_ART_180_flushes_8.png,flush
SNUADC_ART_180_flushes_9.png,flush
SNUADC_ART_181_flushes_0.png,flush
SNUADC_ART_181_flushes_1.png,not_flush
SNUADC_ART_181_flushes_2.png,flush
SNUADC_ART_181_flushes_3.png,flush
SNUADC_ART_181_flushes_4.png,not_flush
SNUADC_ART_181_flushes_5.png,not_flush
SNUADC_ART_181_flushes_6.png,not_flush
SNUADC_ART_181_flushes_7.png,not_flush
SNUADC_ART_183_flushes_0.png,not_flush
SNUADC_ART_183_flushes_1.png,not_flush
SNUADC_ART_183_flushes_2.png,flush
SNUADC_ART_183_flushes_3.png,not_flush
SNUADC_ART_184_flushes_0.png,not_flush
SNUADC_ART_184_flushes_1.png,not_flush
SNUADC_ART_184_flushes_10.png,not_flush
SNUADC_ART_184_flushes_11.png,not_flush
SNUADC_ART_184_flushes_12.png,not_flush
SNUADC_ART_184_flushes_13.png,not_flush
SNUADC_ART_184_flushes_14.png,not_flush
SNUADC_ART_184_flushes_15.png,not_flush
SNUADC_ART_184_flushes_16.png,not_flush
SNUADC_ART_184_flushes_17.png,not_flush
SNUADC_ART_184_flushes_18.png,not_flush
SNUADC_ART_184_flushes_19.png,not_flush
SNUADC_ART_184_flushes_2.png,not_flush
SNUADC_ART_184_flushes_20.png,not_flush
SNUADC_ART_184_flushes_21.png,not_flush
SNUADC_ART_184_flushes_22.png,flush
SNUADC_ART_184_flushes_23.png,not_flush
SNUADC_ART_184_flushes_24.png,not_flush
SNUADC_ART_184_flushes_25.png,flush
SNUADC_ART_184_flushes_3.png,not_flush
SNUADC_ART_184_flushes_4.png,flush
SNUADC_ART_184_flushes_5.png,flush
SNUADC_ART_184_flushes_6.png,not_flush
SNUADC_ART_184_flushes_7.png,flush
SNUADC_ART_184_flushes_8.png,flush
SNUADC_ART_184_flushes_9.png,not_flush
SNUADC_ART_185_flushes_0.png,flush
SNUADC_ART_185_flushes_1.png,flush
SNUADC_ART_185_flushes_10.png,not_flush
SNUADC_ART_185_flushes_11.png,not_flush
SNUADC_ART_185_flushes_12.png,not_flush
SNUADC_ART_185_flushes_13.png,not_flush
SNUADC_ART_185_flushes_14.png,not_flush
SNUADC_ART_185_flushes_15.png,not_flush
SNUADC_ART_185_flushes_16.png,not_flush
SNUADC_ART_185_flushes_17.png,not_flush
SNUADC_ART_185_flushes_18.png,not_flush
SNUADC_ART_185_flushes_19.png,not_flush
SNUADC_ART_185_flushes_2.png,not_flush
SNUADC_ART_185_flushes_20.png,not_flush
SNUADC_ART_185_flushes_21.png,not_flush
SNUADC_ART_185_flushes_22.png,flush
SNUADC_ART_185_flushes_3.png,not_flush
SNUADC_ART_185_flushes_4.png,not_flush
SNUADC_ART_185_flushes_5.png,not_flush
SNUADC_ART_185_flushes_6.png,not_flush
SNUADC_ART_185_flushes_7.png,not_flush
SNUADC_ART_185_flushes_8.png,not_flush
SNUADC_ART_185_flushes_9.png,not_flush
SNUADC_ART_186_flushes_0.png,not_flush
SNUADC_ART_186_flushes_1.png,not_flush
SNUADC_ART_186_flushes_2.png,not_flush
SNUADC_ART_186_flushes_3.png,not_flush
SNUADC_ART_186_flushes_4.png,not_flush
SNUADC_ART_186_flushes_5.png,not_flush
SNUADC_ART_189_flushes_0.png,flush
SNUADC_ART_189_flushes_1.png,not_flush
SNUADC_ART_190_flushes_0.png,not_flush
SNUADC_ART_190_flushes_1.png,not_flush
SNUADC_ART_190_flushes_2.png,flush
SNUADC_ART_190_flushes_3.png,flush
SNUADC_ART_190_flushes_4.png,not_flush
SNUADC_ART_190_flushes_5.png,not_flush
SNUADC_ART_190_flushes_6.png,flush
SNUADC_ART_190_flushes_7.png,flush
SNUADC_ART_190_flushes_8.png,not_flush
SNUADC_ART_190_flushes_9.png,flush
SNUADC_ART_191_flushes_0.png,not_flush
SNUADC_ART_191_flushes_1.png,not_flush
SNUADC_ART_191_flushes_10.png,not_flush
SNUADC_ART_191_flushes_11.png,not_flush
SNUADC_ART_191_flushes_12.png,not_flush
SNUADC_ART_191_flushes_13.png,not_flush
SNUADC_ART_191_flushes_14.png,flush
SNUADC_ART_191_flushes_2.png,not_flush
SNUADC_ART_191_flushes_3.png,not_flush
SNUADC_ART_191_flushes_4.png,not_flush
SNUADC_ART_191_flushes_5.png,not_flush
SNUADC_ART_191_flushes_6.png,not_flush
SNUADC_ART_191_flushes_7.png,not_flush
SNUADC_ART_191_flushes_8.png,not_flush
SNUADC_ART_191_flushes_9.png,not_flush
SNUADC_ART_195_flushes_0.png,not_flush
SNUADC_ART_195_flushes_1.png,not_flush
SNUADC_ART_195_flushes_10.png,not_flush
SNUADC_ART_195_flushes_11.png,not_flush
SNUADC_ART_195_flushes_12.png,flush
SNUADC_ART_195_flushes_13.png,not_flush
SNUADC_ART_195_flushes_14.png,not_flush
SNUADC_ART_195_flushes_15.png,not_flush
SNUADC_ART_195_flushes_16.png,not_flush
SNUADC_ART_195_flushes_17.png,not_flush
SNUADC_ART_195_flushes_18.png,not_flush
SNUADC_ART_195_flushes_19.png,not_flush
SNUADC_ART_195_flushes_2.png,not_flush
SNUADC_ART_195_flushes_20.png,not_flush
SNUADC_ART_195_flushes_21.png,flush
SNUADC_ART_195_flushes_22.png,flush
SNUADC_ART_195_flushes_23.png,flush
SNUADC_ART_195_flushes_24.png,not_flush
SNUADC_ART_195_flushes_25.png,flush
SNUADC_ART_195_flushes_3.png,not_flush
SNUADC_ART_195_flushes_4.png,flush
SNUADC_ART_195_flushes_5.png,not_flush
SNUADC_ART_195_flushes_6.png,not_flush
SNUADC_ART_195_flushes_7.png,not_flush
SNUADC_ART_195_flushes_8.png,flush
SNUADC_ART_195_flushes_9.png,not_flush
SNUADC_ART_197_flushes_0.png,not_flush
SNUADC_ART_197_flushes_1.png,flush
SNUADC_ART_197_flushes_2.png,flush
SNUADC_ART_197_flushes_3.png,not_flush
SNUADC_ART_198_flushes_0.png,not_flush
SNUADC_ART_198_flushes_1.png,flush
SNUADC_ART_198_flushes_2.png,not_flush
SNUADC_ART_198_flushes_3.png,flush
SNUADC_ART_199_flushes_0.png,not_flush
SNUADC_ART_199_flushes_1.png,not_flush
SNUADC_ART_199_flushes_2.png,flush
SNUADC_ART_19_flushes_0.png,not_flush
SNUADC_ART_19_flushes_1.png,not_flush
SNUADC_ART_19_flushes_2.png,not_flush
SNUADC_ART_19_flushes_3.png,flush
SNUADC_ART_19_flushes_4.png,not_flush
SNUADC_ART_19_flushes_5.png,flush
SNUADC_ART_19_flushes_6.png,not_flush
